Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Months Code,Months,Unit,Value,Flag
#country+code,#date+start,#date+end,,,#country+name,#indicator+code,,#indicator+name,,,,#date+year,,,#indicator+type,#indicator+value+num,
DEU,2013-05-01,2013-05-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2013,2013,7005,May,LCU,2619.000000,A
DEU,2013-06-01,2013-06-30,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2013,2013,7006,June,LCU,2775.000000,A
DEU,2013-07-01,2013-07-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2013,2013,7007,July,LCU,1842.000000,A
DEU,2013-08-01,2013-08-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2013,2013,7008,August,LCU,1654.000000,A
DEU,2013-09-01,2013-09-30,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2013,2013,7009,September,LCU,2214.000000,A
DEU,2013-10-01,2013-10-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2013,2013,7010,October,LCU,2214.000000,A
DEU,2013-11-01,2013-11-30,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2013,2013,7011,November,LCU,2596.000000,A
DEU,2013-12-01,2013-12-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2013,2013,7012,December,LCU,2596.000000,A
DEU,2014-01-01,2014-12-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2014,2014,7021,Annual value,LCU,1953.000000,A
DEU,2014-01-01,2014-01-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2014,2014,7001,January,LCU,3353.000000,A
DEU,2014-02-01,2014-02-28,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2014,2014,7002,February,LCU,3353.000000,A
DEU,2014-03-01,2014-03-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2014,2014,7003,March,LCU,3353.000000,A
DEU,2014-04-01,2014-04-30,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2014,2014,7004,April,LCU,3353.000000,A
DEU,2014-05-01,2014-05-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2014,2014,7005,May,LCU,3411.000000,A
DEU,2014-06-01,2014-06-30,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2014,2014,7006,June,LCU,2510.000000,A
DEU,2014-07-01,2014-07-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2014,2014,7007,July,LCU,2473.000000,A
DEU,2014-08-01,2014-08-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2014,2014,7008,August,LCU,2540.000000,A
DEU,2014-09-01,2014-09-30,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2014,2014,7009,September,LCU,2534.000000,A
DEU,2014-10-01,2014-10-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2014,2014,7010,October,LCU,2534.000000,A
DEU,2014-11-01,2014-11-30,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2014,2014,7011,November,LCU,2534.000000,A
DEU,2014-12-01,2014-12-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2014,2014,7012,December,LCU,2534.000000,A
DEU,2015-01-01,2015-12-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2015,2015,7021,Annual value,LCU,2340.000000,A
DEU,2015-01-01,2015-01-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2015,2015,7001,January,LCU,2934.000000,A
DEU,2015-02-01,2015-02-28,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2015,2015,7002,February,LCU,2934.000000,A
DEU,2015-03-01,2015-03-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2015,2015,7003,March,LCU,2934.000000,A
DEU,2015-04-01,2015-04-30,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2015,2015,7004,April,LCU,2934.000000,A
DEU,2015-05-01,2015-05-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2015,2015,7005,May,LCU,2952.000000,A
DEU,2015-06-01,2015-06-30,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2015,2015,7006,June,LCU,3161.000000,A
DEU,2015-07-01,2015-07-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2015,2015,7007,July,LCU,1978.000000,A
DEU,2015-08-01,2015-08-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2015,2015,7008,August,LCU,1775.000000,A
DEU,2015-09-01,2015-09-30,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2015,2015,7009,September,LCU,2169.000000,A
DEU,2015-10-01,2015-10-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2015,2015,7010,October,LCU,2679.000000,A
DEU,2015-11-01,2015-11-30,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2015,2015,7011,November,LCU,2751.000000,A
DEU,2015-12-01,2015-12-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2015,2015,7012,December,LCU,2897.000000,A
DEU,2016-01-01,2016-12-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2016,2016,7021,Annual value,LCU,2354.000000,A
DEU,2016-01-01,2016-01-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2016,2016,7001,January,LCU,2897.000000,A
DEU,2016-06-01,2016-06-30,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2016,2016,7006,June,LCU,3513.000000,A
DEU,2016-07-01,2016-07-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2016,2016,7007,July,LCU,2253.000000,A
DEU,2016-08-01,2016-08-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2016,2016,7008,August,LCU,2023.000000,A
DEU,2016-09-01,2016-09-30,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2016,2016,7009,September,LCU,4570.000000,A
DEU,2016-10-01,2016-10-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2016,2016,7010,October,LCU,6394.000000,A
DEU,2017-01-01,2017-12-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2017,2017,7021,Annual value,LCU,2471.700000,A
DEU,2017-06-01,2017-06-30,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2017,2017,7006,June,LCU,3317.000000,A
DEU,2017-07-01,2017-07-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2017,2017,7007,July,LCU,2317.000000,A
DEU,2017-08-01,2017-08-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2017,2017,7008,August,LCU,2690.000000,A
DEU,2017-09-01,2017-09-30,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2017,2017,7009,September,LCU,2065.000000,A
DEU,2017-11-01,2017-11-30,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2017,2017,7011,November,LCU,2119.000000,A
DEU,2018-01-01,2018-12-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2018,2018,7021,Annual value,LCU,2313.000000,A
DEU,2018-05-01,2018-05-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2018,2018,7005,May,LCU,12348.000000,A
DEU,2018-06-01,2018-06-30,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2018,2018,7006,June,LCU,2677.000000,A
DEU,2018-07-01,2018-07-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2018,2018,7007,July,LCU,1765.000000,A
DEU,2018-08-01,2018-08-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2018,2018,7008,August,LCU,2306.000000,A
DEU,2018-09-01,2018-09-30,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2018,2018,7009,September,LCU,4771.000000,A
DEU,2018-10-01,2018-10-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2018,2018,7010,October,LCU,7422.000000,A
DEU,2019-01-01,2019-12-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2019,2019,7021,Annual value,LCU,2637.900000,A
DEU,2019-06-01,2019-06-30,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2019,2019,7006,June,LCU,3999.000000,A
DEU,2019-07-01,2019-07-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2019,2019,7007,July,LCU,2528.000000,A
DEU,2019-08-01,2019-08-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2019,2019,7008,August,LCU,2555.000000,A
DEU,2019-09-01,2019-09-30,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2019,2019,7009,September,LCU,2723.000000,A
DEU,2019-10-01,2019-10-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2019,2019,7010,October,LCU,3401.000000,A
DEU,2019-11-01,2019-11-30,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2019,2019,7011,November,LCU,5058.000000,A
DEU,2019-12-01,2019-12-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2019,2019,7012,December,LCU,1188.000000,A
DEU,2020-01-01,2020-12-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2020,2020,7021,Annual value,LCU,2788.000000,A
DEU,2020-06-01,2020-06-30,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2020,2020,7006,June,LCU,3706.500000,A
DEU,2020-07-01,2020-07-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2020,2020,7007,July,LCU,2750.300000,A
DEU,2020-08-01,2020-08-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2020,2020,7008,August,LCU,2567.700000,A
DEU,2020-09-01,2020-09-30,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2020,2020,7009,September,LCU,2731.800000,A
DEU,2020-10-01,2020-10-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2020,2020,7010,October,LCU,2130.800000,A
DEU,2020-11-01,2020-11-30,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2020,2020,7011,November,LCU,1875.800000,A
DEU,2021-01-01,2021-12-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2021,2021,7021,Annual value,LCU,2516.500000,A
DEU,2021-06-01,2021-06-30,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2021,2021,7006,June,LCU,4080.500000,A
DEU,2021-07-01,2021-07-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2021,2021,7007,July,LCU,2897.500000,A
DEU,2021-08-01,2021-08-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2021,2021,7008,August,LCU,2229.400000,A
DEU,2021-09-01,2021-09-30,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2021,2021,7009,September,LCU,2001.100000,A
DEU,2021-10-01,2021-10-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2021,2021,7010,October,LCU,2803.900000,A
DEU,2021-11-01,2021-11-30,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2021,2021,7011,November,LCU,2360.000000,A
DEU,2021-12-01,2021-12-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2021,2021,7012,December,LCU,2260.600000,A
DEU,2022-01-01,2022-12-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2022,2022,7021,Annual value,LCU,2476.500000,A
DEU,2022-06-01,2022-06-30,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2022,2022,7006,June,LCU,3198.600000,A
DEU,2022-07-01,2022-07-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2022,2022,7007,July,LCU,2083.500000,A
DEU,2022-08-01,2022-08-31,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2022,2022,7008,August,LCU,2640.800000,A
DEU,2022-09-01,2022-09-30,79,'276,Germany,550,'01351.01,Currants,5530,Producer Price (LCU/tonne),2022,2022,7009,September,LCU,2356.200000,A
DEU,1991-01-01,1991-12-31,79,'276,Germany,550,'01351.01,Currants,5531,Producer Price (SLC/tonne),1991,1991,7021,Annual value,SLC,1696.400000,A
DEU,1992-01-01,1992-12-31,79,'276,Germany,550,'01351.01,Currants,5531,Producer Price (SLC/tonne),1992,1992,7021,Annual value,SLC,1103.200000,A
DEU,1993-01-01,1993-12-31,79,'276,Germany,550,'01351.01,Currants,5531,Producer Price (SLC/tonne),1993,1993,7021,Annual value,SLC,1255.900000,A
DEU,1994-01-01,1994-12-31,79,'276,Germany,550,'01351.01,Currants,5531,Producer Price (SLC/tonne),1994,1994,7021,Annual value,SLC,1591.800000,A
DEU,1995-01-01,1995-12-31,79,'276,Germany,550,'01351.01,Currants,5531,Producer Price (SLC/tonne),1995,1995,7021,Annual value,SLC,1483.000000,A
DEU,1996-01-01,1996-12-31,79,'276,Germany,550,'01351.01,Currants,5531,Producer Price (SLC/tonne),1996,1996,7021,Annual value,SLC,1421.300000,A
DEU,1997-01-01,1997-12-31,79,'276,Germany,550,'01351.01,Currants,5531,Producer Price (SLC/tonne),1997,1997,7021,Annual value,SLC,1607.600000,A
DEU,1998-01-01,1998-12-31,79,'276,Germany,550,'01351.01,Currants,5531,Producer Price (SLC/tonne),1998,1998,7021,Annual value,SLC,1832.700000,A
DEU,2003-01-01,2003-12-31,79,'276,Germany,550,'01351.01,Currants,5531,Producer Price (SLC/tonne),2003,2003,7021,Annual value,SLC,2347.000000,A
DEU,2006-01-01,2006-12-31,79,'276,Germany,550,'01351.01,Currants,5531,Producer Price (SLC/tonne),2006,2006,7021,Annual value,SLC,2748.700000,A
DEU,2007-01-01,2007-12-31,79,'276,Germany,550,'01351.01,Currants,5531,Producer Price (SLC/tonne),2007,2007,7021,Annual value,SLC,2825.000000,A
DEU,2008-01-01,2008-12-31,79,'276,Germany,550,'01351.01,Currants,5531,Producer Price (SLC/tonne),2008,2008,7021,Annual value,SLC,1089.000000,A
DEU,2009-01-01,2009-12-31,79,'276,Germany,550,'01351.01,Currants,5531,Producer Price (SLC/tonne),2009,2009,7021,Annual value,SLC,2921.000000,A
DEU,2010-01-01,2010-12-31,79,'276,Germany,550,'01351.01,Currants,5531,Producer Price (SLC/tonne),2010,2010,7021,Annual value,SLC,1518.000000,A
DEU,2011-01-01,2011-12-31,79,'276,Germany,550,'01351.01,Currants,5531,Producer Price (SLC/tonne),2011,2011,7021,Annual value,SLC,1577.000000,A
DEU,2012-01-01,2012-12-31,79,'276,Germany,550,'01351.01,Currants,5531,Producer Price (SLC/tonne),2012,2012,7021,Annual value,SLC,2209.000000,A
DEU,2013-01-01,2013-12-31,79,'276,Germany,550,'01351.01,Currants,5531,Producer Price (SLC/tonne),2013,2013,7021,Annual value,SLC,1965.000000,A
DEU,2014-01-01,2014-12-31,79,'276,Germany,550,'01351.01,Currants,5531,Producer Price (SLC/tonne),2014,2014,7021,Annual value,SLC,1953.000000,A
DEU,2015-01-01,2015-12-31,79,'276,Germany,550,'01351.01,Currants,5531,Producer Price (SLC/tonne),2015,2015,7021,Annual value,SLC,2340.000000,A
DEU,2016-01-01,2016-12-31,79,'276,Germany,550,'01351.01,Currants,5531,Producer Price (SLC/tonne),2016,2016,7021,Annual value,SLC,2354.000000,A
DEU,2017-01-01,2017-12-31,79,'276,Germany,550,'01351.01,Currants,5531,Producer Price (SLC/tonne),2017,2017,7021,Annual value,SLC,2471.700000,A
DEU,2018-01-01,2018-12-31,79,'276,Germany,550,'01351.01,Currants,5531,Producer Price (SLC/tonne),2018,2018,7021,Annual value,SLC,2313.000000,A
DEU,2019-01-01,2019-12-31,79,'276,Germany,550,'01351.01,Currants,5531,Producer Price (SLC/tonne),2019,2019,7021,Annual value,SLC,2637.900000,A
DEU,2020-01-01,2020-12-31,79,'276,Germany,550,'01351.01,Currants,5531,Producer Price (SLC/tonne),2020,2020,7021,Annual value,SLC,2788.000000,A
DEU,2021-01-01,2021-12-31,79,'276,Germany,550,'01351.01,Currants,5531,Producer Price (SLC/tonne),2021,2021,7021,Annual value,SLC,2516.500000,A
DEU,2022-01-01,2022-12-31,79,'276,Germany,550,'01351.01,Currants,5531,Producer Price (SLC/tonne),2022,2022,7021,Annual value,SLC,2476.500000,A
DEU,1991-01-01,1991-12-31,79,'276,Germany,550,'01351.01,Currants,5532,Producer Price (USD/tonne),1991,1991,7021,Annual value,USD,1999.300000,A
DEU,1992-01-01,1992-12-31,79,'276,Germany,550,'01351.01,Currants,5532,Producer Price (USD/tonne),1992,1992,7021,Annual value,USD,1381.600000,A
DEU,1993-01-01,1993-12-31,79,'276,Germany,550,'01351.01,Currants,5532,Producer Price (USD/tonne),1993,1993,7021,Annual value,USD,1485.700000,A
DEU,1994-01-01,1994-12-31,79,'276,Germany,550,'01351.01,Currants,5532,Producer Price (USD/tonne),1994,1994,7021,Annual value,USD,1918.500000,A
DEU,1995-01-01,1995-12-31,79,'276,Germany,550,'01351.01,Currants,5532,Producer Price (USD/tonne),1995,1995,7021,Annual value,USD,2024.100000,A
DEU,1996-01-01,1996-12-31,79,'276,Germany,550,'01351.01,Currants,5532,Producer Price (USD/tonne),1996,1996,7021,Annual value,USD,1847.200000,A
DEU,1997-01-01,1997-12-31,79,'276,Germany,550,'01351.01,Currants,5532,Producer Price (USD/tonne),1997,1997,7021,Annual value,USD,1813.200000,A
DEU,1998-01-01,1998-12-31,79,'276,Germany,550,'01351.01,Currants,5532,Producer Price (USD/tonne),1998,1998,7021,Annual value,USD,2037.000000,A
DEU,2003-01-01,2003-12-31,79,'276,Germany,550,'01351.01,Currants,5532,Producer Price (USD/tonne),2003,2003,7021,Annual value,USD,2649.000000,A
DEU,2006-01-01,2006-12-31,79,'276,Germany,550,'01351.01,Currants,5532,Producer Price (USD/tonne),2006,2006,7021,Annual value,USD,3448.400000,A
DEU,2007-01-01,2007-12-31,79,'276,Germany,550,'01351.01,Currants,5532,Producer Price (USD/tonne),2007,2007,7021,Annual value,USD,3866.700000,A
DEU,2008-01-01,2008-12-31,79,'276,Germany,550,'01351.01,Currants,5532,Producer Price (USD/tonne),2008,2008,7021,Annual value,USD,1595.100000,A
DEU,2009-01-01,2009-12-31,79,'276,Germany,550,'01351.01,Currants,5532,Producer Price (USD/tonne),2009,2009,7021,Annual value,USD,4058.100000,A
DEU,2010-01-01,2010-12-31,79,'276,Germany,550,'01351.01,Currants,5532,Producer Price (USD/tonne),2010,2010,7021,Annual value,USD,2012.400000,A
DEU,2011-01-01,2011-12-31,79,'276,Germany,550,'01351.01,Currants,5532,Producer Price (USD/tonne),2011,2011,7021,Annual value,USD,2195.100000,A
DEU,2012-01-01,2012-12-31,79,'276,Germany,550,'01351.01,Currants,5532,Producer Price (USD/tonne),2012,2012,7021,Annual value,USD,2838.100000,A
DEU,2013-01-01,2013-12-31,79,'276,Germany,550,'01351.01,Currants,5532,Producer Price (USD/tonne),2013,2013,7021,Annual value,USD,2609.800000,A
DEU,2014-01-01,2014-12-31,79,'276,Germany,550,'01351.01,Currants,5532,Producer Price (USD/tonne),2014,2014,7021,Annual value,USD,2594.600000,A
DEU,2015-01-01,2015-12-31,79,'276,Germany,550,'01351.01,Currants,5532,Producer Price (USD/tonne),2015,2015,7021,Annual value,USD,2596.300000,A
DEU,2016-01-01,2016-12-31,79,'276,Germany,550,'01351.01,Currants,5532,Producer Price (USD/tonne),2016,2016,7021,Annual value,USD,2605.600000,A
DEU,2017-01-01,2017-12-31,79,'276,Germany,550,'01351.01,Currants,5532,Producer Price (USD/tonne),2017,2017,7021,Annual value,USD,2792.200000,A
DEU,2018-01-01,2018-12-31,79,'276,Germany,550,'01351.01,Currants,5532,Producer Price (USD/tonne),2018,2018,7021,Annual value,USD,2731.500000,A
DEU,2019-01-01,2019-12-31,79,'276,Germany,550,'01351.01,Currants,5532,Producer Price (USD/tonne),2019,2019,7021,Annual value,USD,2953.100000,A
DEU,2020-01-01,2020-12-31,79,'276,Germany,550,'01351.01,Currants,5532,Producer Price (USD/tonne),2020,2020,7021,Annual value,USD,3184.400000,A
DEU,2021-01-01,2021-12-31,79,'276,Germany,550,'01351.01,Currants,5532,Producer Price (USD/tonne),2021,2021,7021,Annual value,USD,2976.400000,A
DEU,2022-01-01,2022-12-31,79,'276,Germany,550,'01351.01,Currants,5532,Producer Price (USD/tonne),2022,2022,7021,Annual value,USD,2607.900000,A
DEU,1991-01-01,1991-12-31,79,'276,Germany,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),1991,1991,7021,Annual value,,76.560000,I
DEU,1992-01-01,1992-12-31,79,'276,Germany,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),1992,1992,7021,Annual value,,49.790000,I
DEU,1993-01-01,1993-12-31,79,'276,Germany,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),1993,1993,7021,Annual value,,56.680000,I
DEU,1994-01-01,1994-12-31,79,'276,Germany,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,,71.840000,I
DEU,1995-01-01,1995-12-31,79,'276,Germany,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,,66.930000,I
DEU,1996-01-01,1996-12-31,79,'276,Germany,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,64.150000,I
DEU,1997-01-01,1997-12-31,79,'276,Germany,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,72.560000,I
DEU,1998-01-01,1998-12-31,79,'276,Germany,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,82.720000,I
DEU,1999-01-01,1999-12-31,79,'276,Germany,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,61.380000,I
DEU,2000-01-01,2000-12-31,79,'276,Germany,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,65.320000,I
DEU,2001-01-01,2001-12-31,79,'276,Germany,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,92.090000,I
DEU,2002-01-01,2002-12-31,79,'276,Germany,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,95.010000,I
DEU,2003-01-01,2003-12-31,79,'276,Germany,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,105.930000,I
DEU,2004-01-01,2004-12-31,79,'276,Germany,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,101.050000,I
DEU,2005-01-01,2005-12-31,79,'276,Germany,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,92.870000,I
DEU,2006-01-01,2006-12-31,79,'276,Germany,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,124.060000,I
DEU,2007-01-01,2007-12-31,79,'276,Germany,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,127.500000,I
DEU,2008-01-01,2008-12-31,79,'276,Germany,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,,49.150000,I
DEU,2009-01-01,2009-12-31,79,'276,Germany,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,,131.830000,I
DEU,2010-01-01,2010-12-31,79,'276,Germany,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,,68.510000,I
DEU,2011-01-01,2011-12-31,79,'276,Germany,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2011,2011,7021,Annual value,,71.170000,I
DEU,2012-01-01,2012-12-31,79,'276,Germany,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2012,2012,7021,Annual value,,99.700000,I
DEU,2013-01-01,2013-12-31,79,'276,Germany,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2013,2013,7021,Annual value,,88.690000,I
DEU,2014-01-01,2014-12-31,79,'276,Germany,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2014,2014,7021,Annual value,,88.150000,I
DEU,2015-01-01,2015-12-31,79,'276,Germany,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2015,2015,7021,Annual value,,105.610000,I
DEU,2016-01-01,2016-12-31,79,'276,Germany,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2016,2016,7021,Annual value,,106.240000,I
DEU,2017-01-01,2017-12-31,79,'276,Germany,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2017,2017,7021,Annual value,,111.560000,I
DEU,2018-01-01,2018-12-31,79,'276,Germany,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2018,2018,7021,Annual value,,104.390000,I
DEU,2019-01-01,2019-12-31,79,'276,Germany,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2019,2019,7021,Annual value,,119.060000,I
DEU,2020-01-01,2020-12-31,79,'276,Germany,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2020,2020,7021,Annual value,,125.830000,I
DEU,2021-01-01,2021-12-31,79,'276,Germany,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2021,2021,7021,Annual value,,113.580000,I
DEU,2022-01-01,2022-12-31,79,'276,Germany,550,'01351.01,Currants,5539,Producer Price Index (2014-2016 = 100),2022,2022,7021,Annual value,,111.770000,I
DEU,2012-01-01,2012-12-31,79,'276,Germany,1163,'21170.02,"Game meat, fresh, chilled or frozen",5530,Producer Price (LCU/tonne),2012,2012,7021,Annual value,LCU,4800.000000,A
DEU,2013-01-01,2013-12-31,79,'276,Germany,1163,'21170.02,"Game meat, fresh, chilled or frozen",5530,Producer Price (LCU/tonne),2013,2013,7021,Annual value,LCU,4800.000000,A
DEU,2014-01-01,2014-12-31,79,'276,Germany,1163,'21170.02,"Game meat, fresh, chilled or frozen",5530,Producer Price (LCU/tonne),2014,2014,7021,Annual value,LCU,4800.000000,A
DEU,2015-01-01,2015-12-31,79,'276,Germany,1163,'21170.02,"Game meat, fresh, chilled or frozen",5530,Producer Price (LCU/tonne),2015,2015,7021,Annual value,LCU,4800.000000,A
DEU,2016-01-01,2016-12-31,79,'276,Germany,1163,'21170.02,"Game meat, fresh, chilled or frozen",5530,Producer Price (LCU/tonne),2016,2016,7021,Annual value,LCU,4800.000000,A
