statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;3_variable_code;3_variable_label;3_variable_attribute_code;3_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label;value_q
61111;Consumer price index for Germany;JAHR;Year;2010;MONAT;Months;MONAT10;October;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-06;Health;92.1;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2007;MONAT;Months;MONAT02;February;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-02;Alcoholic beverages and tobacco;73.4;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;1992;MONAT;Months;MONAT09;September;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-11;Restaurant and accommodation services;59.2;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2008;MONAT;Months;MONAT11;November;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-05;Furniture, lighting equipment, appliances etc.;93.3;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2015;MONAT;Months;MONAT07;July;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-11;Restaurant and accommodation services;90.0;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2003;MONAT;Months;MONAT09;September;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-09;Recreation, entertainment and culture;89.5;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2005;MONAT;Months;MONAT04;April;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-05;Furniture, lighting equipment, appliances etc.;90.6;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;1997;MONAT;Months;MONAT04;April;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-12;Miscellaneous goods and services;69.0;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2000;MONAT;Months;MONAT09;September;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-04;Housing, water, electricity, gas and other fuels;73.3;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2007;MONAT;Months;MONAT05;May;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-03;Clothing and footwear;91.2;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2008;MONAT;Months;MONAT01;January;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-09;Recreation, entertainment and culture;86.0;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2024;MONAT;Months;MONAT06;June;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-02;Alcoholic beverages and tobacco;121.9;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2020;MONAT;Months;MONAT10;October;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-11;Restaurant and accommodation services;100.4;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2005;MONAT;Months;MONAT01;January;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-04;Housing, water, electricity, gas and other fuels;78.1;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2003;MONAT;Months;MONAT06;June;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-08;Communication;136.9;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;1999;MONAT;Months;MONAT05;May;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-10;Education;69.3;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2011;MONAT;Months;MONAT02;February;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-01;Food and non-alcoholic beverages;83.3;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2000;MONAT;Months;MONAT06;June;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-03;Clothing and footwear;92.0;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2024;MONAT;Months;MONAT02;February;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-11;Restaurant and accommodation services;124.2;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2022;MONAT;Months;MONAT08;August;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-05;Furniture, lighting equipment, appliances etc.;111.7;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;1991;MONAT;Months;MONAT11;November;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-01;Food and non-alcoholic beverages;65.4;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2006;MONAT;Months;MONAT10;October;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-07;Transport;83.1;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2000;MONAT;Months;MONAT02;February;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-12;Miscellaneous goods and services;71.7;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2003;MONAT;Months;MONAT03;March;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-07;Transport;76.9;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2012;MONAT;Months;MONAT01;January;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-08;Communication;111.6;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;1992;MONAT;Months;MONAT10;October;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-08;Communication;178.5;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2024;MONAT;Months;MONAT09;September;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-03;Clothing and footwear;110.4;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2025;MONAT;Months;MONAT05;May;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-09;Recreation, entertainment and culture;117.0;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;1991;MONAT;Months;MONAT01;January;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-05;Furniture, lighting equipment, appliances etc.;79.5;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2012;MONAT;Months;MONAT11;November;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-04;Housing, water, electricity, gas and other fuels;92.6;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;1999;MONAT;Months;MONAT09;September;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-01;Food and non-alcoholic beverages;68.6;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2011;MONAT;Months;MONAT12;December;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-10;Education;99.7;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2002;MONAT;Months;MONAT07;July;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-01;Food and non-alcoholic beverages;72.7;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2014;MONAT;Months;MONAT08;August;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-08;Communication;107.7;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2016;MONAT;Months;MONAT03;March;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-04;Housing, water, electricity, gas and other fuels;94.1;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;1993;MONAT;Months;MONAT05;May;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-04;Housing, water, electricity, gas and other fuels;61.0;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2002;MONAT;Months;MONAT06;June;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-11;Restaurant and accommodation services;72.2;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2022;MONAT;Months;MONAT02;February;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-03;Clothing and footwear;97.5;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2005;MONAT;Months;MONAT10;October;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-10;Education;79.3;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2018;MONAT;Months;MONAT08;August;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-06;Health;97.8;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2011;MONAT;Months;MONAT08;August;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-03;Clothing and footwear;92.6;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2007;MONAT;Months;MONAT01;January;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-12;Miscellaneous goods and services;81.3;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;1993;MONAT;Months;MONAT08;August;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-05;Furniture, lighting equipment, appliances etc.;85.0;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2001;MONAT;Months;MONAT02;February;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-09;Recreation, entertainment and culture;89.3;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2002;MONAT;Months;MONAT03;March;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-10;Education;73.2;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;1993;MONAT;Months;MONAT02;February;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-03;Clothing and footwear;87.8;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2002;MONAT;Months;MONAT09;September;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-12;Miscellaneous goods and services;76.1;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;1998;MONAT;Months;MONAT11;November;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-04;Housing, water, electricity, gas and other fuels;69.6;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2024;MONAT;Months;MONAT05;May;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-12;Miscellaneous goods and services;119.3;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2014;MONAT;Months;MONAT12;December;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-02;Alcoholic beverages and tobacco;87.4;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2018;MONAT;Months;MONAT02;February;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-04;Housing, water, electricity, gas and other fuels;96.4;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;1995;MONAT;Months;MONAT04;April;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-04;Housing, water, electricity, gas and other fuels;65.4;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2011;MONAT;Months;MONAT05;May;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-02;Alcoholic beverages and tobacco;79.1;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2013;MONAT;Months;MONAT07;July;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-03;Clothing and footwear;93.4;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2015;MONAT;Months;MONAT11;November;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-09;Recreation, entertainment and culture;93.1;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2016;MONAT;Months;MONAT10;October;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-12;Miscellaneous goods and services;94.8;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2023;MONAT;Months;MONAT10;October;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-03;Clothing and footwear;109.5;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;1993;MONAT;Months;MONAT12;December;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-12;Miscellaneous goods and services;63.8;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2007;MONAT;Months;MONAT08;August;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-04;Housing, water, electricity, gas and other fuels;83.4;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2011;MONAT;Months;MONAT01;January;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-11;Restaurant and accommodation services;81.0;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2020;MONAT;Months;MONAT03;March;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-03;Clothing and footwear;102.6;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2000;MONAT;Months;MONAT03;March;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-02;Alcoholic beverages and tobacco;53.4;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2013;MONAT;Months;MONAT03;March;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-12;Miscellaneous goods and services;89.2;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2003;MONAT;Months;MONAT10;October;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-02;Alcoholic beverages and tobacco;59.9;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2022;MONAT;Months;MONAT05;May;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-04;Housing, water, electricity, gas and other fuels;108.4;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;1995;MONAT;Months;MONAT07;July;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-05;Furniture, lighting equipment, appliances etc.;87.2;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2018;MONAT;Months;MONAT05;May;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-05;Furniture, lighting equipment, appliances etc.;99.0;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2025;MONAT;Months;MONAT12;December;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-04;Housing, water, electricity, gas and other fuels;118.2;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2004;MONAT;Months;MONAT08;August;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-12;Miscellaneous goods and services;78.3;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2012;MONAT;Months;MONAT04;April;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-09;Recreation, entertainment and culture;86.8;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2002;MONAT;Months;MONAT01;January;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-12;Miscellaneous goods and services;75.6;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2019;MONAT;Months;MONAT10;October;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-04;Housing, water, electricity, gas and other fuels;99.4;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;1996;MONAT;Months;MONAT12;December;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-04;Housing, water, electricity, gas and other fuels;68.0;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2003;MONAT;Months;MONAT02;February;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-04;Housing, water, electricity, gas and other fuels;75.9;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2000;MONAT;Months;MONAT10;October;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-10;Education;71.0;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2013;MONAT;Months;MONAT05;May;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-10;Education;100.2;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2021;MONAT;Months;MONAT09;September;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-11;Restaurant and accommodation services;104.0;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2025;MONAT;Months;MONAT11;November;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-01;Food and non-alcoholic beverages;136.8;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;1995;MONAT;Months;MONAT02;February;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-11;Restaurant and accommodation services;63.6;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2016;MONAT;Months;MONAT12;December;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-10;Education;98.8;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2022;MONAT;Months;MONAT04;April;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-01;Food and non-alcoholic beverages;112.0;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2023;MONAT;Months;MONAT06;June;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-09;Recreation, entertainment and culture;114.9;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2026;MONAT;Months;MONAT04;April;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-12;Miscellaneous goods and services;132.3;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;1991;MONAT;Months;MONAT02;February;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-08;Communication;167.2;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2012;MONAT;Months;MONAT12;December;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-07;Transport;97.7;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2025;MONAT;Months;MONAT01;January;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-05;Furniture, lighting equipment, appliances etc.;117.6;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2003;MONAT;Months;MONAT08;August;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-06;Health;71.8;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2002;MONAT;Months;MONAT10;October;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-09;Recreation, entertainment and culture;88.9;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2020;MONAT;Months;MONAT06;June;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-04;Housing, water, electricity, gas and other fuels;100.2;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;1997;MONAT;Months;MONAT12;December;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-10;Education;64.9;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2020;MONAT;Months;MONAT01;January;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-05;Furniture, lighting equipment, appliances etc.;100.5;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;1995;MONAT;Months;MONAT01;January;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-03;Clothing and footwear;90.1;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2016;MONAT;Months;MONAT11;November;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-02;Alcoholic beverages and tobacco;91.2;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2001;MONAT;Months;MONAT01;January;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-06;Health;70.6;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2013;MONAT;Months;MONAT04;April;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-02;Alcoholic beverages and tobacco;83.0;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;1998;MONAT;Months;MONAT03;March;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-06;Health;72.2;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2007;MONAT;Months;MONAT06;June;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-06;Health;88.6;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2004;MONAT;Months;MONAT05;May;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-11;Restaurant and accommodation services;72.4;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2008;MONAT;Months;MONAT12;December;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-08;Communication;120.9;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2009;MONAT;Months;MONAT05;May;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-11;Restaurant and accommodation services;79.0;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2016;MONAT;Months;MONAT01;January;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-06;Health;94.9;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;1993;MONAT;Months;MONAT03;March;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-06;Health;60.2;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2004;MONAT;Months;MONAT09;September;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-02;Alcoholic beverages and tobacco;64.2;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2007;MONAT;Months;MONAT12;December;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-11;Restaurant and accommodation services;79.4;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;1996;MONAT;Months;MONAT10;October;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-06;Health;64.3;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;1997;MONAT;Months;MONAT02;February;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-01;Food and non-alcoholic beverages;69.5;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2005;MONAT;Months;MONAT05;May;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-08;Communication;134.6;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2016;MONAT;Months;MONAT06;June;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-05;Furniture, lighting equipment, appliances etc.;98.0;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;1995;MONAT;Months;MONAT11;November;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-12;Miscellaneous goods and services;67.9;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2005;MONAT;Months;MONAT09;September;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-04;Housing, water, electricity, gas and other fuels;80.0;2020=100;PREIS1;Consumer price index;e
61111;Consumer price index for Germany;JAHR;Year;2011;MONAT;Months;MONAT06;June;DINSG;Germany;DG;Germany;CC13A2;Individual consumption by purpose, 2-digit codes;CC13-05;Furniture, lighting equipment, appliances etc.;94.5;2020=100;PREIS1;Consumer price index;e
