nSeq,frontal,smoothed_values,Wavetype
25670,31392,34255.97505922747,0
25671,30996,34623.37633808327,0
25672,31477,34944.473515270925,0
25673,32968,35213.15913472143,0
25674,34816,35434.242878538964,0
25675,35768,35604.06202728599,0
25676,36029,35727.796410937015,2
25677,35960,35789.3586203019,2
25678,36270,35787.149620411925,2
25679,36964,35710.48145000325,2
25680,37136,35539.6793873212,2
25681,37348,35297.48982679269,2
25682,37576,35017.733633186406,0
25683,37652,34705.48258604396,0
25684,37168,34351.134759009205,0
25685,36372,33963.53101088196,0
25686,35172,33549.717857693315,0
25687,34117,33118.46956107241,0
25688,33164,32673.645055462675,0
25689,32261,32199.95885169142,0
25690,31758,31709.129632352713,0
25691,31289,31213.594891574034,0
25692,30668,30719.116740098947,0
25693,29980,30234.38063676665,0
25694,28948,29780.7315321669,0
25695,28296,29360.676293830304,0
25696,28232,28965.995376425803,0
25697,28893,28596.988843899904,0
25698,30004,28270.245034635496,2
25699,31118,28016.3042750658,2
25700,31598,27858.779541401433,2
25701,30816,27798.20682133329,2
25702,29141,27829.66437206531,2
25703,27438,27949.428345033124,2
25704,24752,28170.800052825965,2
25705,21892,28490.896465669968,2
25706,20686,28864.913942525545,2
25707,20245,29243.698205314147,2
25708,21180,29562.914607578066,2
25709,23084,29840.520001434597,2
25710,25116,30157.040650183368,0
25711,28480,30566.21860210844,0
25712,32212,31088.243616044947,0
25713,34725,31683.846840727107,0
25714,36588,32324.390940656867,0
25715,38276,33024.79561972742,0
25716,39164,33745.572179438794,0
25717,39492,34476.25193029104,0
25718,39004,35181.730069657315,0
25719,39329,35830.29073669104,0
25720,39464,36393.18669260866,0
25721,38876,36869.95838464759,0
25722,38925,37260.24045586798,0
25723,39484,37568.455377921375,0
25724,39848,37831.23772470085,0
25725,39664,38064.720948312584,0
25726,38669,38259.71684371952,2
25727,38204,38403.63437086183,2
25728,37440,38479.016539617194,2
25729,36836,38482.62196944171,2
25730,37100,38416.21713428663,2
25731,37472,38255.19991814843,2
25732,37480,38010.701974887714,0
25733,37296,37708.41586209035,0
25734,37080,37365.23281959733,0
25735,36496,36988.61497663672,0
25736,35617,36589.07627925515,0
25737,34388,36181.37101031029,0
25738,33477,35777.31282330688,0
25739,33534,35373.314931400906,0
25740,33368,34969.58258035882,0
25741,32918,34571.55070932417,0
25742,32474,34170.45582322764,0
25743,32186,33758.12798687501,0
25744,32112,33346.26889208294,0
25745,32042,32939.575914211026,0
25746,32541,32552.195448040653,0
25747,33748,32174.272229550636,0
25748,35076,31821.000253494076,0
25749,35692,31529.118360009725,0
25750,35374,31326.313699059723,0
25751,34444,31225.92256177853,0
25752,33638,31233.377339562652,0
25753,32474,31342.570252266483,0
25754,29824,31523.22282289851,0
25755,26616,31709.869760898033,0
25756,24656,31862.87686315108,0
25757,24758,31992.87863486732,0
25758,28560,32087.31480074586,0
25759,33817,32141.179232262435,0
25760,37284,32144.629546384527,0
25761,38492,32083.27606941939,0
25762,37440,31994.645530938087,0
25763,35776,31969.551273150937,0
25764,34156,32086.069444326607,0
25765,32420,32402.58875958359,0
25766,31660,32959.784601829895,0
25767,31132,33710.296683076456,0
25768,31176,34490.5582985525,0
25769,31828,35143.23874297979,0
25770,32937,35595.83704786311,0
25771,33936,35843.74937097364,0
25772,34788,35936.30119745321,0
25773,35886,35959.13965314852,0
25774,36201,35925.098961502605,0
25775,36244,35810.463215655815,0
25776,35834,35575.399239003294,0
25777,34892,35197.9391039488,0
25778,33756,34731.1323678262,0
25779,32660,34244.80615494869,0
25780,31900,33767.515637920806,0
25781,32332,33337.17375752802,0
25782,33261,32986.92603804036,0
25783,34130,32721.13266320074,0
25784,35184,32528.61453212419,0
25785,36328,32400.330435968834,0
25786,37396,32336.454168999586,0
25787,37604,32320.403361842113,0
25788,37148,32326.085439482988,0
25789,36602,32354.81216863934,0
25790,35740,32444.25704143944,0
25791,34764,32591.23609071741,0
25792,34268,32774.10113221566,0
25793,34320,32983.86571579633,0
25794,34069,33213.33904127411,0
25795,33150,33468.30092944599,0
25796,31480,33748.070080514684,0
25797,30710,34060.47846978674,0
25798,30634,34421.16999889545,0
25799,30508,34846.18053945244,0
25800,30524,35324.9093482898,0
25801,30692,35839.031844850935,0
25802,30096,36367.563120219515,0
25803,28562,36901.85301159771,0
25804,27624,37422.930139629956,0
25805,27904,37871.068775940075,0
25806,28689,38198.20153641737,0
25807,29428,38389.799963715064,0
25808,30516,38450.66647191463,0
25809,32756,38456.593389818474,0
25810,37020,38475.94396998088,2
25811,43652,38511.885008079444,2
25812,52484,38540.264096161525,2
25813,60344,38511.750062837185,2
25814,64500,38411.97056167398,2
25815,63832,38238.434167094245,2
25816,57284,37989.33993217409,2
25817,46628,37676.39822484408,2
25818,37988,37289.282762292685,2
25819,33104,36831.298327231954,0
25820,32324,36310.919479597615,0
25821,33321,35743.655520588494,0
25822,32752,35137.01766026201,0
25823,28984,34508.78930122218,0
25824,24850,33889.433600179356,0
25825,22008,33268.58406418458,0
25826,21870,32649.915587313728,0
25827,24156,32025.313185941977,0
25828,26990,31384.223112412994,0
25829,27996,30721.40442269281,0
25830,28544,30035.33724516998,0
25831,28789,29318.11212052707,0
25832,28061,28598.625138576524,0
25833,26820,27897.83286375668,0
25834,25842,27221.407120667358,2
25835,25402,26586.899886917443,2
25836,24713,26021.223524480538,2
25837,24440,25550.066451194274,2
25838,24988,25173.769252427508,2
25839,25816,24890.829156168205,2
25840,25914,24699.568905993558,2
25841,25836,24600.79284859309,2
25842,26264,24594.85493010163,2
25843,26913,24689.294381887474,2
25844,27893,24910.02519596875,2
25845,28652,25257.983126836076,0
25846,29096,25716.497198416695,0
25847,29401,26222.256459495027,0
25848,29714,26783.013122258257,0
25849,29736,27409.11914735905,0
25850,29856,28094.671946032347,0
25851,29940,28842.856282416586,0
25852,30084,29645.946079987018,0
25853,30360,30466.84379979675,0
25854,30686,31243.943041639406,0
25855,31232,31934.955089733314,0
25856,31512,32539.654256381324,0
25857,31416,33049.23742317512,0
25858,31400,33406.81377190449,0
25859,31396,33577.94584212264,0
25860,31196,33571.31018697456,0
25861,31000,33436.903583586936,0
25862,31092,33256.33562567285,0
25863,31920,33144.66014304339,0
25864,32944,33185.403011236456,0
25865,33964,33405.60014842454,0
25866,34376,33784.73185582021,0
25867,34452,34233.77809125906,0
25868,34628,34623.206068681684,0
25869,34816,34930.116734653,0
25870,35177,35179.076563705385,0
25871,35652,35397.621247999035,0
25872,36304,35608.29310045282,0
25873,36616,35793.91213490946,0
25874,36320,35899.09961873539,0
25875,36196,35913.18086920536,0
25876,36006,35840.851889859616,0
25877,36044,35726.82639880545,0
25878,36168,35627.931512811425,0
25879,36201,35570.00817966604,0
25880,35953,35521.63429941819,0
25881,36000,35466.14678129658,0
25882,35856,35399.12583023753,0
25883,35568,35307.65011205922,0
25884,35512,35185.23906565156,0
25885,35624,35034.321271795685,0
25886,35559,34872.65831025285,0
25887,35245,34702.74564885449,0
25888,34892,34526.562529607276,0
25889,34428,34362.38286274407,0
25890,34312,34219.21520548206,0
25891,34120,34053.166838545425,0
25892,33820,33832.77528905898,0
25893,33684,33564.92680319964,0
25894,33056,33276.77308742295,0
25895,32076,33009.88871167704,0
25896,30756,32779.23259327077,0
25897,31004,32603.538535120093,0
25898,31444,32493.051907405476,0
25899,31960,32455.235329990395,0
25900,32532,32472.46987941615,0
25901,32656,32516.71721471497,0
25902,32606,32574.70423832077,0
25903,32444,32656.545426592955,0
25904,32480,32782.56647331135,0
25905,33168,32946.982165844,0
25906,33400,33151.1153507231,0
25907,32776,33396.222905928465,0
25908,32996,33665.64755218577,0
25909,33780,33946.88105552938,0
25910,34364,34228.53839448194,0
25911,34508,34536.67183112603,0
25912,34592,34878.18696093701,0
25913,35056,35227.717174525795,0
25914,35825,35559.0508805831,0
25915,36800,35805.060765267765,0
25916,37632,35902.71774827744,0
25917,37632,35858.77436408339,0
25918,37148,35758.807925750145,0
25919,35808,35704.45535167856,0
25920,33673,35756.03591129716,0
25921,32980,35919.136647026215,0
25922,34072,36157.371738487396,0
25923,36268,36411.59781550575,0
25924,38472,36659.32239872991,0
25925,39744,36899.68695415197,2
25926,40292,37152.266423897396,2
25927,40004,37420.48416692318,2
25928,39030,37731.622970499775,2
25929,37820,38067.23791067656,2
25930,36700,38363.44253977017,2
25931,36280,38538.916481041975,2
25932,36452,38561.494491002864,2
25933,36841,38413.78562511734,2
25934,37160,38089.18425883192,2
25935,37544,37623.25291689861,0
25936,37540,37063.1718923863,0
25937,36740,36449.281427209906,0
25938,35540,35808.42631585544,0
25939,33722,35162.45232939509,0
25940,31332,34525.20375154029,0
25941,30008,33909.334197877935,0
25942,30224,33317.57670120799,0
25943,31536,32748.549662652193,0
25944,33032,32210.31533668852,0
25945,34028,31696.90016641718,0
25946,34964,31196.150511455806,0
25947,35156,30688.256333862653,0
25948,34664,30213.330819155843,0
25949,33412,29791.14403011848,0
25950,32072,29434.425832993948,2
25951,31808,29156.190951924113,2
25952,32288,28961.757439473382,2
25953,32596,28851.857341872772,2
25954,32040,28818.155169182737,2
25955,31588,28860.986215713026,2
25956,31244,28989.24120107151,2
25957,30468,29193.169581431794,2
25958,29740,29453.06736382795,2
25959,29352,29777.393985216273,2
25960,29359,30177.92864094082,2
25961,27308,30643.169143692496,2
25962,23268,31147.19757101752,0
25963,18702,31676.109215190892,0
25964,14741,32225.359779166774,0
25965,14322,32778.62491350748,0
25966,19374,33353.25776208454,0
25967,27572,33955.12530694615,0
25968,35018,34571.59344689771,0
25969,39572,35192.64887598936,0
25970,41088,35797.09593565217,0
25971,41056,36334.683524612105,0
25972,41280,36789.347177244665,0
25973,43816,37155.11464317975,0
25974,47308,37420.46374417724,0
25975,50248,37603.462251443256,2
25976,51772,37745.93968087823,2
25977,51712,37884.01260147134,2
25978,48342,38010.347510039515,2
25979,42908,38105.87317415728,2
25980,37604,38146.835597685014,2
25981,34172,38130.15854821351,2
25982,32276,38055.450696042615,2
25983,31749,37927.26286411636,2
25984,32832,37748.57849662719,2
25985,34352,37528.670106162164,2
25986,35664,37281.50086982959,0
25987,36356,36999.33611234874,0
25988,36448,36659.21199509162,0
25989,35956,36260.348968172264,0
25990,34836,35794.29571247557,0
25991,33518,35238.15693238946,0
25992,32141,34605.640872487216,0
25993,30929,33929.923632368904,0
25994,29868,33256.752368857386,0
25995,28940,32611.487876411644,0
25996,28408,31995.536544975912,0
25997,28540,31422.791430159585,0
25998,28766,30897.53082074595,0
25999,28948,30417.809919495437,0
26000,29280,29963.234922563253,0
26001,29740,29524.156737988527,0
26002,29944,29119.970816271816,0
26003,30006,28779.577152968814,0
26004,30224,28527.27675495763,0
26005,30460,28358.881508999304,0
26006,30985,28289.323114855524,0
26007,31636,28333.822575118684,0
26008,31960,28480.84892009885,0
26009,32100,28742.389143080596,0
26010,31793,29143.379057388218,0
26011,31348,29695.10675773138,0
26012,31106,30352.772464062557,0
26013,30834,31030.127523423507,0
26014,30658,31625.279760074638,0
26015,31552,32046.663962304046,0
26016,32234,32275.47975634353,0
26017,32855,32400.92338514932,0
26018,33292,32521.664037091676,0
26019,33257,32683.690330223297,0
26020,32108,32891.754601752145,0
26021,30316,33097.00513030973,0
26022,28528,33229.837723002376,0
26023,27824,33269.295713394014,0
26024,29584,33264.230627872275,0
26025,32676,33260.53667420593,0
26026,34896,33292.073642935175,0
26027,35648,33381.62727182611,0
26028,35976,33593.672233169396,0
26029,36064,33889.675402906374,0
26030,36337,34220.77421071346,0
26031,36006,34549.911429289416,0
26032,35616,34854.25075138035,0
26033,35268,35105.914808604175,0
26034,35076,35262.919621988294,0
26035,34656,35378.83484851255,0
26036,33996,35540.68209653793,0
26037,33812,35744.05031683915,0
26038,34548,35959.89100159798,0
26039,35502,36190.365860192294,0
26040,36408,36422.87452565414,0
26041,37410,36641.24488911018,0
26042,38280,36843.069254960275,0
26043,39007,37025.169053784295,0
26044,39032,37201.71473300952,0
26045,38592,37364.75598447956,0
26046,38176,37493.79954726153,0
26047,37776,37582.0474218074,0
26048,37101,37633.28811559021,0
26049,36156,37641.19735938499,0
26050,35408,37594.87624790957,0
26051,34917,37493.91059476298,0
26052,34896,37349.59463504095,0
26053,35236,37181.86892914984,0
26054,35440,36991.233569105454,0
26055,35845,36767.97013224023,0
26056,36320,36515.911956031494,0
26057,36820,36253.22169127644,0
26058,37988,35993.85186798179,0
26059,39061,35770.29228506822,0
26060,39417,35597.186879108405,0
26061,39572,35467.446006847924,0
26062,38816,35370.95127333918,0
26063,37388,35309.36525463194,0
26064,36238,35279.12492247048,0
26065,35608,35268.08214440772,0
26066,35896,35303.852842361215,0
26067,36364,35383.57147618464,0
26068,36716,35507.017807864344,0
26069,36544,35681.23632896834,0
26070,34824,35887.62778556182,0
26071,32328,36085.76252388808,0
26072,30728,36251.61769578323,0
26073,29852,36352.228212203445,0
26074,29748,36389.65493541054,0
26075,30820,36415.356495189124,0
26076,33152,36475.09737154913,0
26077,36696,36575.665832726496,0
26078,38464,36693.27941012202,0
26079,39452,36818.03167875811,0
26080,39210,36948.53582820416,0
26081,37924,37092.97449142165,0
26082,36620,37232.62239840052,0
26083,36096,37358.564907025764,0
26084,38364,37457.22842554286,0
26085,40568,37522.34051257815,0
26086,39672,37548.04293622813,0
26087,38740,37513.40894032818,0
26088,38892,37419.55365121496,0
26089,38844,37284.65940686061,0
26090,39136,37128.09728830957,0
26091,39772,36959.21889567378,0
26092,40324,36788.92633807051,0
26093,40716,36625.58558717814,0
26094,39964,36483.72867528737,0
26095,38708,36361.035212174196,0
26096,37504,36242.50429722691,0
26097,36144,36118.95521467327,0
26098,34700,35980.01119693002,0
26099,33392,35824.45207684033,0
26100,32562,35648.18107702795,0
26101,32249,35456.01011258236,0
26102,32149,35250.84887918179,0
26103,31288,35025.68394266153,0
26104,30364,34770.90052693219,0
26105,30382,34481.75965110545,0
26106,30956,34182.7817082287,0
26107,31908,33896.99108651475,0
26108,33520,33626.95761242086,0
26109,34244,33393.673681122804,0
26110,34464,33206.74548979181,0
26111,34548,33076.041753784484,0
26112,34734,33003.12976546935,0
26113,34760,32968.959310374325,0
26114,34520,32942.46342852915,0
26115,34512,32943.8486326797,0
26116,34168,32988.89772037055,0
26117,33834,33084.223426280274,0
26118,33609,33227.44122265538,0
26119,33000,33426.44464865085,0
26120,32820,33632.00335337308,0
26121,33264,33789.856577085884,0
26122,33500,33890.585618811936,0
26123,34172,33961.00560435253,0
26124,34812,33995.64286097825,0
26125,35192,33995.44739746455,0
26126,35404,33979.50507361203,0
26127,35284,33962.21251162526,0
26128,35192,33964.73123889384,0
26129,35212,33960.039079896655,0
26130,35000,33963.9946910186,0
26131,34446,33992.20749205251,0
26132,33876,34045.1078654385,0
26133,33236,34110.238161946014,0
26134,32916,34173.92878462386,0
26135,32888,34279.58692721952,0
26136,32718,34425.10217804252,0
26137,32940,34527.07179099187,0
26138,33340,34560.06290093214,0
26139,33940,34537.062272435425,0
26140,34228,34465.348058872325,0
26141,34368,34364.819397252715,0
26142,34492,34259.52434609188,0
26143,34580,34156.51888060321,0
26144,34288,34059.67307433717,0
26145,33532,33961.767267945106,0
26146,32840,33858.12189742797,0
26147,32489,33751.4795830422,0
26148,32804,33641.85945317617,0
26149,33112,33530.65319366623,0
26150,33244,33416.114469880515,0
26151,32965,33297.68869746632,0
26152,32244,33182.530338438555,0
26153,31908,33069.42884104174,0
26154,32524,32941.63129575446,0
26155,33776,32787.16530365538,0
26156,34620,32619.93196252723,0
26157,34700,32448.465049087587,0
26158,34764,32286.268597393428,0
26159,34900,32169.195287855415,0
26160,35232,32086.962939026056,0
26161,34950,32023.842467566494,0
26162,34692,31997.964093679086,0
26163,34528,32008.859501217787,0
26164,35000,32027.68585276118,0
26165,34356,32061.082751203183,0
26166,32636,32113.09946759517,0
26167,30854,32169.070375283605,0
26168,29196,32213.997826846426,0
26169,27032,32230.13622799301,0
26170,26998,32222.27474267618,0
26171,28652,32239.40736271578,0
26172,30034,32365.74458093363,0
26173,30308,32638.295763934133,0
26174,30528,33044.32443684083,0
26175,30512,33549.01025406176,0
26176,30036,34101.878801014434,0
26177,30107,34668.19298106326,0
26178,31733,35228.67498803396,0
26179,34924,35759.117647538034,0
26180,38436,36233.34727391441,0
26181,40904,36632.65720131909,0
26182,41704,36947.94341911859,0
26183,41312,37179.96113395269,0
26184,40332,37330.58346886465,0
26185,39092,37408.14751656918,0
26186,37956,37409.094094276465,0
26187,37368,37340.12823362054,0
26188,37325,37227.045703033175,0
26189,37728,37081.84092715637,0
26190,37864,36910.18386210118,0
26191,37633,36709.60277110793,0
26192,36964,36471.73239992353,0
26193,36412,36188.65485421419,0
26194,36360,35877.70761323306,0
26195,36236,35533.24211319785,0
26196,36140,35116.61707910598,0
26197,36152,34633.69826999875,0
26198,36080,34113.155149020444,0
26199,35644,33596.74835847534,0
26200,34956,33127.132858606834,0
26201,34334,32725.672725357454,0
26202,33684,32378.09218998176,0
26203,33324,32049.72995157593,0
26204,32844,31740.3581428636,0
26205,32356,31468.164717405314,0
26206,31756,31267.482235186068,2
26207,31244,31158.52674414696,2
26208,30692,31121.5057209982,2
26209,29568,31135.152738101235,2
26210,28396,31185.28241262534,2
26211,27684,31258.16456983311,2
26212,26008,31337.89342591542,2
26213,24272,31470.657848462666,2
26214,23932,31704.82451345095,0
26215,23433,32057.55483051983,0
26216,23364,32501.384046586638,0
26217,24212,33019.791242423205,0
26218,26668,33599.87009254124,0
26219,31656,34187.87095980267,0
26220,37964,34716.92942978119,0
26221,43924,35203.68390803705,0
26222,46996,35660.55120609175,0
26223,46876,36082.8811097252,0
26224,45645,36472.34192151591,0
26225,43972,36859.80111381883,0
26226,42720,37242.74225544219,0
26227,41700,37596.554421699264,0
26228,40136,37896.63261583953,0
26229,38712,38141.10285714244,0
26230,38140,38361.917189710024,0
26231,38244,38588.914674559615,2
26232,38589,38824.177368382356,2
26233,38980,39039.27501912074,2
26234,39176,39210.21582330224,2
26235,39172,39315.55014301803,2
26236,39704,39335.545191817684,0
26237,39932,39261.740397716465,0
26238,39261,39097.617915655916,0
26239,37968,38846.95495602363,0
26240,36440,38530.34476569039,0
26241,34602,38154.99907514494,0
26242,32956,37724.582591275575,0
26243,31952,37236.95014628491,0
26244,30565,36704.12542659672,0
26245,29436,36152.47513381936,0
26246,30340,35599.57323860886,0
26247,32192,35063.6796235231,0
26248,34272,34560.72318988778,0
26249,36272,34102.35561342421,0
26250,37100,33687.83937281893,0
26251,36848,33330.48314576947,0
26252,36468,33036.91234715058,0
26253,36788,32812.69236128921,0
26254,37148,32672.783224463,0
26255,37580,32609.485192189735,0
26256,37324,32632.14885362852,0
26257,35684,32747.289197436825,0
26258,33636,32960.66177092304,0
26259,32064,33266.51841427107,0
26260,31248,33642.78003684781,0
26261,32060,34070.76683272063,0
26262,34416,34534.885823437326,0
26263,35872,34985.21212383176,0
26264,35552,35385.24100309236,0
26265,35156,35739.09010779802,0
26266,34981,36012.884688565275,0
26267,33768,36176.319250300185,0
26268,31456,36211.19411372308,0
26269,30028,36131.801913475174,0
26270,29728,36005.656431812975,0
26271,29932,35889.048138236925,0
26272,31728,35828.92475358159,0
26273,34897,35813.60168458545,0
26274,37992,35796.974332728634,0
26275,39701,35756.213040881456,0
26276,40468,35675.2694839397,0
26277,40300,35565.47181768531,0
26278,39880,35439.08588173129,0
26279,39820,35287.95283798093,0
26280,39700,35108.0153494506,0
26281,39149,34903.05294586612,0
26282,38180,34669.90025754746,0
26283,37224,34412.595960704966,0
26284,36080,34153.15383334815,0
26285,34896,33908.58941553152,0
26286,33808,33692.83057850795,0
26287,32666,33533.041242920524,0
26288,31554,33435.00369447269,0
26289,30924,33379.64256718281,0
26290,30380,33361.8247452098,0
26291,30016,33381.4020721988,0
26292,29876,33424.08588248318,0
26293,30060,33455.87679765931,0
26294,30428,33434.661108036555,0
26295,30824,33318.42376842673,0
26296,31112,33103.248030027,0
26297,31252,32843.55202262348,0
26298,31436,32616.41477974803,0
26299,31724,32474.796966940296,0
26300,32404,32420.980000618572,0
26301,32728,32378.50446664435,0
26302,33124,32359.31206597196,0
26303,33501,32432.738081107138,0
26304,33704,32606.272819779617,0
26305,34460,32874.5507093326,0
26306,35100,33218.36904627133,0
26307,35413,33611.51364638293,0
26308,35388,34021.06928994391,0
26309,35292,34400.213518087345,0
26310,35076,34713.53113182456,0
26311,34784,34920.901597975164,0
26312,34816,35036.58456272961,0
26313,35162,35118.92402598894,0
26314,35636,35189.72537672459,0
26315,35780,35250.44811882002,0
26316,35700,35312.82378495035,0
26317,35604,35375.17156152943,0
26318,35614,35405.55592060654,0
26319,35516,35348.91330023173,0
26320,34876,35192.14989542127,0
26321,34420,34941.196349249665,0
26322,33928,34594.53939609541,0
26323,33404,34181.504017761275,0
26324,33032,33752.027836864,0
26325,32976,33341.220489392115,0
26326,33332,32959.086295235866,0
26327,33668,32599.427908279053,0
26328,33720,32246.988772145713,0
26329,33268,31892.67589440191,0
26330,32368,31553.63348416694,0
26331,31480,31256.080216779465,0
26332,31376,30997.36795816263,0
26333,31926,30768.552190273862,0
26334,32308,30571.412740548996,0
26335,32352,30409.840216980607,0
26336,31928,30300.951264399384,0
26337,31141,30236.919069361156,0
26338,30244,30197.961738237827,0
26339,29672,30163.5862749469,0
26340,28679,30121.96891550428,0
26341,26857,30051.357681045283,0
26342,24200,29962.89574472271,0
26343,21981,29891.5975438513,0
26344,21820,29860.0195678977,0
26345,23508,29859.08463167778,0
26346,26140,29872.31882071924,0
26347,29249,29890.32288069483,0
26348,30886,29915.730002751803,0
26349,30888,29950.5734678124,0
26350,31144,29981.306519451533,0
26351,35008,30022.32926636293,0
26352,38634,30086.35648304992,0
26353,38805,30193.869565236713,0
26354,38276,30364.332644010978,0
26355,37056,30595.082291677507,0
26356,36036,30891.484983133505,0
26357,34952,31232.829907035924,0
26358,32777,31590.33411717411,0
26359,30448,31942.341012243516,0
26360,28436,32268.952334365043,0
26361,28052,32552.942204525243,0
26362,28976,32791.85363967731,0
26363,30328,32995.3942158909,0
26364,31634,33181.64214684447,0
26365,31984,33364.378215241195,0
26366,31648,33549.35159407742,0
26367,31420,33743.51992212959,0
26368,31233,33967.10453746626,0
26369,31496,34230.458995002045,0
26370,32122,34528.61342742426,0
26371,32832,34836.38841309131,0
26372,33600,35149.55556219329,0
26373,34629,35463.958832647026,0
26374,35674,35758.51020363219,0
26375,36500,36025.415610441036,0
26376,36640,36256.87343111187,0
26377,36772,36466.44237245304,0
26378,37064,36661.04000384192,0
26379,37872,36831.1047376878,0
26380,38832,36966.50499135181,0
26381,39080,37057.005281699065,0
26382,39340,37092.13962643554,0
26383,39802,37091.3750379259,0
26384,40372,37073.053247077776,0
26385,40608,37034.43219323953,0
26386,39544,36983.12538846701,0
26387,38092,36929.49114316051,0
26388,36656,36871.54296933231,0
26389,35468,36810.75550828658,0
26390,34952,36769.92410150358,0
26391,35755,36738.477582632746,0
26392,36732,36681.08080654943,0
26393,36460,36558.14559251241,0
26394,35073,36348.867509947326,0
26395,33836,36071.27760202665,0
26396,33297,35753.89516684625,0
26397,33316,35419.18400660448,0
26398,33312,35097.26371503227,0
26399,33408,34777.481176917696,0
26400,34625,34430.57453454257,0
26401,36358,34048.54589389708,0
26402,37820,33734.376855608294,0
26403,38604,33531.70651718513,0
26404,38116,33402.14056443194,0
26405,36660,33339.86331717686,0
26406,34444,33329.46272253513,0
26407,32204,33364.699048421855,0
26408,30373,33447.2190126643,0
26409,28816,33544.43362113662,0
26410,27970,33631.870493831615,0
26411,28032,33692.014475574935,0
26412,28564,33753.37578361664,0
26413,29540,33844.33701740626,0
26414,30736,33974.39183071685,0
26415,32284,34136.19114891628,0
26416,34052,34300.171617059474,0
26417,35856,34457.092562805905,0
26418,36906,34622.498259648775,0
26419,37408,34780.50061497483,0
26420,37684,34915.20573430897,0
26421,38081,35008.23992572181,0
26422,38268,35023.30035411611,0
26423,37900,34958.167550445934,0
26424,37716,34826.54574821268,0
26425,37408,34654.65321591756,0
26426,37380,34495.413767236474,0
26427,37028,34362.98139276288,0
26428,36301,34253.75368990473,0
26429,35744,34154.03498329381,0
26430,35132,34085.024420067726,0
26431,34280,34031.57419516557,0
26432,33548,33953.268660371585,0
26433,32536,33879.24527306561,0
26434,31596,33785.05974840811,0
26435,31348,33657.0856355896,0
26436,31344,33517.47808081385,0
26437,31140,33349.47688014683,0
26438,31156,33155.79032662929,0
26439,31376,32935.098925617924,0
26440,31121,32726.056805964254,0
26441,30948,32549.44847203844,0
26442,31234,32443.12293333319,0
26443,31536,32424.97464990593,0
26444,31696,32468.31584503446,0
26445,31765,32532.51356257973,0
26446,31888,32600.839918941303,0
26447,32280,32676.649142543138,0
26448,32740,32753.998946219068,0
26449,33120,32817.64090004538,0
26450,33320,32865.25817211467,0
26451,33924,32934.19023000864,0
26452,34328,33060.80214083336,0
26453,34558,33259.243867806654,0
26454,34460,33535.78209184943,0
26455,34292,33882.11988072363,0
26456,34196,34270.34334562361,0
26457,34648,34667.01172899278,0
26458,35121,35047.2158466197,0
26459,35744,35407.1760073977,0
26460,36572,35730.72693287073,0
26461,37536,36011.025795487556,0
26462,37916,36253.041228424096,0
26463,37756,36458.68343954102,0
26464,37382,36629.73110219181,0
26465,37408,36772.592268597924,0
26466,38064,36889.24473175583,0
26467,38292,36985.71983170651,0
26468,37056,37074.33967894516,0
26469,35308,37163.88165477353,0
26470,33584,37244.26726452716,0
26471,32416,37311.77820104336,0
26472,33196,37373.053588411254,0
26473,35088,37439.93496475049,0
26474,38000,37514.28565326123,0
26475,41300,37605.4101491719,0
26476,42916,37706.618254387045,0
26477,43012,37828.29149390767,0
26478,42380,37965.77925735176,0
26479,41624,38101.10940526861,0
26480,39524,38234.21460199558,0
26481,37608,38382.30169527748,0
26482,36672,38550.361917288894,0
26483,34148,38757.14941661368,1
26484,32932,38985.852465374395,1
26485,33520,39189.75643800911,1
26486,34324,39349.22307004315,1
26487,35884,39471.532380654804,1
26488,37804,39593.81252459568,1
26489,40500,39745.36646933063,1
26490,41912,39946.43293724184,1
26491,42780,40171.116052807876,1
26492,43142,40404.74931152584,1
26493,43012,40629.830794735695,1
26494,42744,40823.887237664974,1
26495,42556,40985.79912664112,1
26496,42332,41118.074992975395,1
26497,41768,41215.6889403607,1
26498,41472,41271.923912086924,1
26499,41658,41283.44227818924,1
26500,42048,41259.29524869752,1
26501,42158,41208.98074596734,1
26502,41812,41138.06076356002,1
26503,41444,41036.68016090235,1
26504,41008,40880.03391511478,1
26505,40140,40665.64511996336,0
26506,39492,40415.97352312779,0
26507,39148,40141.58217865069,0
26508,39228,39848.966190585066,0
26509,39056,39535.30826196465,0
26510,38904,39210.62881599751,0
26511,38805,38877.93192496089,0
26512,38640,38550.45569624669,0
26513,38304,38224.09798037658,0
26514,37936,37897.913409258545,0
26515,37212,37537.30855512874,0
26516,36680,37135.605577353395,0
26517,36448,36737.1762878782,0
26518,36400,36370.31533792634,0
26519,35784,35986.99294644638,0
26520,35384,35534.76872902961,0
26521,35248,35009.64983483319,0
26522,35420,34404.4445984285,0
26523,35364,33763.47418074098,0
26524,34848,33172.954769132004,0
26525,34020,32758.68069682223,0
26526,33360,32606.501018369698,0
26527,32632,32673.17106195626,0
26528,31992,32866.99707181249,1
26529,32048,33121.847688133224,1
26530,32752,33393.857497115496,1
26531,33060,33637.73533456703,1
26532,32948,33813.8135770221,1
26533,31632,33925.96972960399,1
26534,29908,33953.09747247872,1
26535,29772,33922.474683847795,1
26536,31610,33873.95429551878,1
26537,34504,33786.40653526037,1
26538,36316,33695.209079488246,1
26539,37028,33665.21199431672,1
26540,36478,33762.79281179997,1
26541,35728,33981.921446395056,1
26542,34688,34304.007632720546,1
